,_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
327456,346759,3412181,23110486.0,26,2023-07-18T10:26:00,"100 Block W Elizabeth ST Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT-OTHER,2709(a)(4) Harassment Communicates Prohibited Acts,1515.0,,,-80.03792155896883,40.42726681525591
327460,346763,3412186,23110506.0,26,2023-05-01T12:00:00,"2600 Block Murray AV Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,1414.0,,,,
327465,346768,3412191,23110517.0,10,2023-07-18T11:30:00,"1300 Block Complete ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),2715.0,,,,
327474,346784,3412232,23109163.0,10,2023-07-16T01:15:00,"600 Block Stanwix ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2706 Terroristic Threats. / 5104 Resisting Arrest or Other Law Enforcement. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",201.0,,,,
327480,346790,3412261,23109220.0,4,2023-07-16T03:00:00,"500 Block Brookline BL Pittsburgh, PA 15226",Y,Brookline,6,AGG ASSAULT/STRONGARM/INJURY,"2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1918.0,4.0,5.0,-80.02363456597709,40.39622105811812
327509,346819,3412336,23108259.0,10,2023-07-14T15:44:00,"1200 Block Federal ST Pittsburgh, PA 15212",Y,Central Northside,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 7513 Restriction on Alcoholic Beverages - Open Container / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,2206.0,1.0,1.0,-80.00649196783617,40.45603437251375
327510,346820,3412337,23108267.0,10,2023-07-13T16:00:00,"Allegheny AV Pittsburgh, PA 15233",Y,Chateau,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2108.0,1.0,1.0,-80.01958807656457,40.45361675052808
327513,346823,3412340,23108274.0,26,2023-07-14T11:30:00,"2000 Block Termon AV Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),2701.0,1.0,1.0,-80.04453634726616,40.482887001060895
327514,346824,3412341,23108276.0,4,2023-07-14T16:09:00,"5400 Block Columbo ST Pittsburgh, PA 15206",N,Garfield,5,AGG ASSAULT/VEHICLE/NO INJURY,"2702 Aggravated Assault. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3743 Accidents Involving Damage to Attended Veh. or Property",1114.0,9.0,2.0,-79.9339904769054,40.46866198170054
327524,346834,3412357,23108321.0,4,2023-07-14T17:06:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault.,509.0,6.0,3.0,-79.97383970648434,40.45098330417301
327525,346835,3412358,23108322.0,10,2023-07-14T16:00:00,"200 Block 5th AV Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,6.0,6.0,-80.00207710815553,40.44123639882767
327527,346837,3412360,23108312.0,10,2023-07-14T16:56:00,Zone 2,Y,,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2903 False Imprisonment.,,,,,
327529,346839,3412371,23109336.0,10,2023-07-16T08:00:00,"1600 Block E Cherryhill ST Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2902.0,,,,
327531,346841,3412373,23109349.0,10,2023-07-16T10:03:00,"700 Block Johnston AV Pittsburgh, PA 15207",Y,Glen Hazel,4,SIMPLE ASSAULT/NO INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1504.0,5.0,3.0,-79.93373923976941,40.40560986137165
327534,346844,3412380,23109361.0,10,2023-07-14T07:13:00,"4100 Block Evergreen RD Pittsburgh, PA 15214",Y,Summer Hill,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,2612.0,,,,
327554,346864,3412416,23109451.0,10,2023-07-16T14:04:00,"1700 Block Belasco AV Pittsburgh, PA 15216",Y,Beechview,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1916.0,4.0,5.0,-80.02735129150417,40.40855477255086
327558,346868,3412421,23109478.0,24,2023-07-16T14:54:00,"80 Block S 17th ST Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,1702.0,3.0,3.0,-79.98214108172111,40.42937456136025
327562,346880,3412462,23109240.0,10,2023-07-16T03:30:00,"400 Block Ruxton ST Pittsburgh, PA 15211",Y,Mount Washington,3,HARRASSMENT/THREAT/ATTEMPT/PHY,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1807.0,3.0,5.0,-80.00107168282167,40.424943620446975
327571,346889,3412483,23109292.0,10,2023-07-16T06:46:00,"1600 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2902.0,4.0,3.0,-79.9890669684916,40.39980456648004
327602,346920,3412550,23109868.0,10,2023-07-17T09:41:00,"5700 Block Ollie ST Pittsburgh, PA 15207",Y,Lincoln Place,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,3102.0,5.0,3.0,-79.91832880730144,40.36636054787702
327606,346924,3412557,23109887.0,26,2023-07-17T10:15:00,"2100 Block Los Angeles AV Pittsburgh, PA 15216",Y,Beechview,6,HARRASSMENT-OTHER,2709(a) Harassment.,1920.0,4.0,5.0,-80.02896082013702,40.40513929124317
327625,346943,3412588,23109958.0,10,2023-07-17T10:30:00,"Bates ST & Blvd Of The Allies Pittsburgh, PA 15213",Y,Central Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,405.0,3.0,3.0,-79.95641065217538,40.43513188806775
327627,346945,3412592,23109962.0,10,2023-07-17T09:38:00,"800 Block Berwick ST Pittsburgh, PA 15207",N,Hazelwood,4,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1501.0,,,,
327629,346947,3412597,23110132.0,26,2023-07-17T07:30:00,"Lincoln AV & Lemington AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT-OTHER,3714 Careless Driving,1201.0,9.0,2.0,-79.89605038674367,40.46875700418866
327633,346951,3412605,23110140.0,10,2023-07-17T17:20:00,"900 Block Session ST Pittsburgh, PA 15207",N,Lincoln Place,4,HARRASSMENT/THREAT/ATTEMPT/PHY,9129 Miscellaneous Investigation,3102.0,,,-79.92249127654482,40.36725206850185
327635,346953,3412608,23110152.0,10,2023-07-17T17:38:00,"1200 Block Banksville AV Pittsburgh, PA 15216",Y,Brookline,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose,1919.0,,,,
327636,346954,3412609,23110154.0,10,2023-07-17T17:45:00,"2000 Block Elmore ST Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201.0,,,,
327639,346957,3412612,23110158.0,26,2023-07-17T17:59:00,"1800 Block Chessland ST Pittsburgh, PA 15205",Y,Westwood,6,HARRASSMENT-OTHER,2709(a) Harassment.,2811.0,2.0,5.0,-80.05528248143624,40.43064699760371
327640,346958,3412613,23110161.0,10,2023-07-17T17:52:00,"2300 Block 5th AV Pittsburgh, PA 15213",Y,West Oakland,4,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",402.0,2.0,5.0,-80.05435276883466,40.427840300426816
327643,346961,3412618,23110165.0,17,2023-07-17T15:00:00,Zone 2,N,,2,SEXUAL ABUSE OF CHILDREN,6312 Sexual Abuse of Children.,,,,,
327648,346966,3412633,23110187.0,10,2023-07-17T18:50:00,"800 Block Fisher ST Pittsburgh, PA 15210",N,St. Clair,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1606.0,3.0,3.0,-79.97545137248106,40.41119860081091
327650,346968,3412641,23109974.0,26,2023-07-17T12:30:00,"600 Block Pressley ST Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT-OTHER,2709(a) Harassment.,2304.0,1.0,1.0,-79.99867967214155,40.45221882271537
327654,346972,3412647,23109984.0,10,2023-07-17T12:57:00,"Kenilworth ST & Brookline BL Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1919.0,4.0,5.0,-80.02705455787242,40.39581475568624
327656,346974,3412649,23109994.0,4,2023-06-17T02:25:00,"700 Block Brookline BL Pittsburgh, PA 15226",N,Brookline,6,AGG ASSAULT/STRONGARM/INJURY,2702 Aggravated Assault.,1918.0,4.0,5.0,-80.02169562687736,40.39459113465609
327679,346997,3412679,23110051.0,3,2023-07-17T14:57:00,"5500 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,ROBBERY/BANK/OTHER,3701 Robbery.,1115.0,9.0,2.0,-79.93240929099193,40.46392033805196
327680,346998,3412691,23110052.0,10,2023-07-17T14:54:00,"100 Block Elmore ST Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,201.0,,,-79.86213322720177,40.42857580196033
327687,347005,3412703,23110071.0,10,2023-07-17T14:15:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702.0,3.0,3.0,-79.98187231372171,40.42859317552536
327692,347010,3412710,23110104.0,26,2023-07-14T18:45:00,"Grant ST & Oliver AV Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),201.0,6.0,6.0,-79.99633550636769,40.44011224347301
327697,347015,3412715,23110131.0,24,2023-07-17T00:01:00,"1800 Block Whited ST Pittsburgh, PA 15210",N,Brookline,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),3206.0,4.0,5.0,-79.99910180997593,40.39581432562691
327710,347028,3412734,23110587.0,10,2023-07-17T19:00:00,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",Y,Northview Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2609.0,1.0,1.0,-79.99824125898348,40.47599977002789
327712,347030,3412736,23110600.0,24,2023-07-17T10:30:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,509.0,6.0,3.0,-79.97383970648434,40.45098330417301
327715,347033,3412741,23110631.0,10,2023-07-18T12:05:00,"Smithfield ST & 6th AV Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,6.0,6.0,-79.99773447903236,40.4414644227404
327716,347034,3412746,23110636.0,10,2023-07-18T15:25:00,"800 Block Liberty AV Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,201.0,6.0,6.0,-79.99891918859558,40.442686358914685
327724,347042,3412761,23110670.0,10,2023-07-18T15:30:00,"S 20th ST & Harcum WY Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",1702.0,3.0,3.0,-79.97786610574718,40.426352153225366
327725,347043,3412762,23110672.0,10,2023-07-18T14:13:00,"300 Block 5th AV Pittsburgh, PA 15222",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats.,201.0,6.0,6.0,-80.00029037044739,40.440526190504364
327731,347049,3412771,23110691.0,3,2023-07-18T16:35:00,"6000 Block Broad ST Pittsburgh, PA 15206",Y,East Liberty,5,ROBBERY/PURSE SNATCH/STRONGARM,2702 Aggravated Assault. / 3701 Robbery.,1115.0,,,,
327733,347051,3412775,23110698.0,10,2023-07-18T16:40:00,"S 13th ST Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT/INJURY,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1702.0,3.0,3.0,-79.98533457032916,40.42861770416452
327745,347083,3412794,23110216.0,10,2023-03-31T23:00:00,"7300 Block Race ST Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1302.0,9.0,2.0,-79.89354729498987,40.45834590122304
327747,347085,3412796,23110221.0,10,2023-07-17T19:55:00,"300 Block Linnview AV Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902.0,4.0,3.0,-79.98446684310788,40.40367764721117
327751,347089,3412802,23110253.0,10,2023-07-17T21:15:00,"1900 Block Crestline ST Pittsburgh, PA 15221",Y,East Hills,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1306.0,,,,
327758,347096,3412810,23110276.0,3,2023-07-17T21:47:00,"N Homewood AV & Finance ST Pittsburgh, PA 15208",Y,Homewood South,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1303.0,9.0,2.0,-79.89860488393487,40.45304682883226
327792,347130,3412891,23111247.0,10,2023-07-19T15:27:00,"10 Block Penelope ST Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1914.0,2.0,5.0,-80.01300669042564,40.4229753025472
327803,347141,3412905,23111283.0,4,2023-07-19T16:26:00,"100 Block Station Square DR Pittsburgh, PA 15219",Y,South Shore,3,AGG ASSAULT/GUN/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1921.0,2.0,5.0,-80.00364780244968,40.43339608462265
327806,347144,3412913,23111304.0,10,2023-07-19T04:30:00,"1500 Block Brighton RD Pittsburgh, PA 15212",N,California-Kirkbride,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2507.0,6.0,1.0,-80.01656850562077,40.45687440924445
327817,347155,3412933,23111351.0,10,2023-07-19T18:25:00,"4200 Block Frank ST Pittsburgh, PA 15217",Y,Greenfield,4,SIMPLE ASSAULT/NO INJURY,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1517.0,5.0,3.0,-79.93361732723396,40.42346756195119
327827,347165,3412950,23111405.0,10,2023-07-19T20:05:00,"1300 Block Complete ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,903 Criminal Conspiracy. / 2701 Simple Assault. / 2709(a) Harassment.,2715.0,,,,
327832,347170,3412956,23111440.0,10,2023-07-19T21:00:00,"1200 Block Kunkle AV Pittsburgh, PA 15212",N,California-Kirkbride,1,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2507.0,6.0,1.0,-80.02432091188228,40.46037218277312
327833,347171,3412957,23111478.0,3,2023-07-19T23:44:00,"1600 Block Arlington AV Pittsburgh, PA 15210",N,South Side Slopes,3,ROBBERY GAS STATION GUN,3701 Robbery.,1706.0,,,-79.98816152155983,40.41849608105379
327835,347173,3412962,23111460.0,10,2023-07-19T10:00:00,"800 Block Citadel ST Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault. / 2706 Terroristic Threats.,2022.0,2.0,5.0,-80.05832030337676,40.45506182426315
327842,347180,3412969,23111508.0,10,2023-07-20T00:15:00,"1800 Block Bentley DR Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,501.0,6.0,3.0,-79.97407657843345,40.44081639092915
327860,347198,3413026,23112406.0,10,2023-07-21T13:52:00,"80 Block Estella AV Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT/NO INJURY,"2706 Terroristic Threats. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 9501 Bench Warrant / 6110.2 Possesion of Firearm with Altered Mfg. Number / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1807.0,3.0,5.0,-80.00103779835288,40.42279903723367
327866,347204,3413040,23112426.0,10,2023-07-21T13:30:00,"2300 Block Webster AV Pittsburgh, PA 15219",Y,Middle Hill,2,TERRORISTIC THREATS,2709(a)(4) Harassment Communicates Prohibited Acts,501.0,6.0,3.0,-79.97548699447464,40.44836340835058
327867,347209,3413044,23110720.0,10,2023-07-18T17:11:00,"1100 Block Brabec ST Pittsburgh, PA 15212",N,Troy Hill,1,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief.,2406.0,1.0,1.0,-79.99203401057495,40.45853706617645
327873,347215,3413052,23110732.0,4,2023-07-18T17:25:00,"4000 Block Butler ST Pittsburgh, PA 15201",Y,Central Lawrenceville,2,AGG ASSAULT/GUN/NO INJURY,2709(a) Harassment. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,902.0,7.0,2.0,-79.96168070370373,40.46870105184571
327880,347222,3413062,23111533.0,10,2023-07-20T01:20:00,"800 Block Spring Garden AV Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2304.0,1.0,1.0,-79.99781569417173,40.45726718828168
327883,347225,3413067,23111539.0,4,2023-07-20T01:32:00,"100 Block S 18th ST Pittsburgh, PA 15203",N,South Side Flats,3,AGG ASSAULT/STRONGARM/INJURY,2701 Simple Assault. / 3304 Criminal Mischief. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702.0,3.0,3.0,-79.98083612019441,40.4281392487418
327885,347227,3413070,23111550.0,3,2023-07-20T02:20:00,"Kedron ST & Sterrett ST Pittsburgh, PA 15208",Y,Homewood North,5,ROBBERY/CARJACK/GUN,"903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3702 Robbery of Motor Vehicle. / 4910 Tampering with or Fabricating Physical Evidence. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3112 Traffic-Control Signals. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving",1302.0,9.0,2.0,-79.89281409321963,40.46033871496415
327898,347240,3413097,23111653.0,26,2023-07-20T09:05:00,"5700 Block Stanton AV Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT-OTHER,2709(a) Harassment.,1113.0,9.0,2.0,-79.92395420444957,40.47045344944001
327900,347242,3413104,23110795.0,3,2023-07-18T19:24:00,"100 Block Millbridge ST Pittsburgh, PA 15210",Y,Allentown,3,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3701 Robbery. / 1309 Renewal of Registration. / 3353 Prohibitions in Specified Places. / 4702 Requirement for Periodic Inspection of Vehicles / 3736 Reckless Driving / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1803.0,3.0,5.0,-79.99582973050191,40.42175243180144
327902,347244,3413108,23110802.0,17,2023-07-19T15:00:00,Zone OSC,Y,,OSC,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
327903,347245,3413109,23110803.0,10,2023-07-18T19:20:00,"1100 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2902.0,4.0,3.0,-79.99090254346763,40.4049473205906
327904,347246,3413110,23111675.0,10,2023-07-18T19:00:00,"2600 Block S 18th ST Pittsburgh, PA 15210",N,South Side Slopes,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1706.0,3.0,3.0,-79.98528691724765,40.421072464821066
327911,347253,3413123,23110843.0,10,2023-07-18T21:03:00,"1200 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1702.0,3.0,3.0,-79.98621319665266,40.42858285987488
327915,347257,3413127,23110886.0,4,2023-07-18T22:18:00,"200 Block Moore AV Pittsburgh, PA 15210",N,Knoxville,3,AGG ASSAULT/STRONGARM/INJURY,2702 Aggravated Assault.,3001.0,3.0,5.0,-79.99040961781442,40.41138696568967
327916,347258,3413129,23110890.0,10,2023-07-18T22:31:00,"3900 Block California AV Pittsburgh, PA 15212",Y,Brighton Heights,1,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2701.0,1.0,1.0,-80.04197776750165,40.48533260266378
327927,347269,3413183,23111730.0,26,2023-07-20T12:00:00,"200 Block Federal ST Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT-OTHER,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,2701.0,1.0,6.0,-80.00396354178193,40.448421310220375
327930,347272,3413186,23111740.0,24,2023-07-20T12:00:00,"300 Block Birmingham AV Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT BY COMUN/ADDRESS,2709.A3 HARASSMENT - COURSE OF CONDUCT W/NO LEGIT. PURPOSE,2902.0,4.0,3.0,-79.9840218779391,40.40280070521744
327946,347288,3413236,23111883.0,26,2023-07-17T18:00:00,"700 Block Finland ST Pittsburgh, PA 15219",N,Upper Hill,2,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),506.0,,,,
327955,347297,3413248,23111964.0,10,2023-07-20T18:34:00,"5100 Block Chaplain WY Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault.,1501.0,,,,
327961,347303,3413258,23111993.0,10,2023-07-20T19:26:00,"6th AV & Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201.0,6.0,6.0,-79.99773447903236,40.4414644227404
327975,347317,3413294,23112063.0,2,2023-07-18T23:00:00,Zone 1,Y,,1,RAPE BY FORCE,3121 Rape.,,,,,
327982,347324,3413302,23112532.0,24,2023-07-21T17:00:00,"60 Block Mt Oliver ST Pittsburgh, PA 15210",Y,South Side Slopes,3,HARRASSMENT BY COMUN/ADDRESS,2709.2 Stalking Conduct or Repeatedly Communicates / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1706.0,3.0,3.0,-79.9880196089352,40.41994167095741
327993,347335,3413322,23112443.0,26,2023-07-21T12:00:00,"200 Block S Fairmount ST Pittsburgh, PA 15206",N,Friendship,5,HARRASSMENT-OTHER,2709(a) Harassment.,807.0,7.0,2.0,-79.93380688649995,40.462335353043926
328014,347356,3413355,23112452.0,4,2023-07-21T15:12:00,"6400 Block Centre AV Pittsburgh, PA 15206",Y,East Liberty,5,AGG ASSAULT/KNIFE/INJURY,"901 Criminal Attempt / 907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 2902 Unlawful Restraint. / 3502 Burglary. / 3701 Robbery. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3503 Criminal Trespass",1115.0,,,,
